"id","playlist_name","modifiedat","numfollowers","numtracks","collaborative"
8495,"Dinner music ","2016-10-27 20:00:00",1,62,True
8535,"Metal","2014-06-01 20:00:00",1,209,True
1188,"Road Trip!","2014-08-21 20:00:00",1,224,True
8544,"Reggae","2017-09-19 20:00:00",1,98,True
1239,"Ratchet","2016-02-22 19:00:00",1,92,True
8547,"draking","2015-08-21 20:00:00",1,70,True
1285,"Maya","2015-05-18 20:00:00",1,27,True
1287,"Party Songs","2017-10-29 20:00:00",1,39,True
1306,"New Years Eve","2013-12-30 19:00:00",1,107,True
1011,"90s ","2017-04-04 20:00:00",1,40,True
1425,"60s","2016-01-28 19:00:00",1,47,True
1456,"Driving Music","2017-09-26 20:00:00",1,73,True
1533,"nick","2017-06-23 20:00:00",1,50,True
8611,"Sharing is Caring","2017-09-24 20:00:00",1,89,True
9552,"july","2015-07-19 20:00:00",1,22,True
962,"Reception Music","2016-07-06 20:00:00",1,33,True
1673,"Lovely ","2017-03-01 19:00:00",1,208,True
870,"idk","2014-12-03 19:00:00",1,10,True
1739,"Reception ","2013-06-07 20:00:00",1,6,True
1754,"Dad","2017-08-13 20:00:00",1,100,True
1776,"rebirth","2017-06-22 20:00:00",1,54,True
1777,"Spring Awakening","2014-06-11 20:00:00",1,57,True
1989,"DnD","2017-04-20 20:00:00",1,26,True
2012,"Zumba","2012-10-31 20:00:00",1,33,True
2075,"Summer bbq","2016-10-04 20:00:00",1,58,True
2079,"Classic Rock","2016-06-20 20:00:00",1,145,True
2160,"Melodies","2016-08-14 20:00:00",1,242,True
834,"Wedding reception","2016-05-18 20:00:00",1,23,True
2409,"Wedding Cocktail","2014-05-15 20:00:00",1,28,True
9553,"Turn Up","2017-09-22 20:00:00",1,215,True
2470,"No worries.(: ","2014-07-22 20:00:00",1,28,True
800,"80's","2017-05-14 20:00:00",1,43,True
8684,"work out","2017-03-24 20:00:00",1,43,True
794,"Chill Music","2015-03-18 20:00:00",1,20,True
8711,"Playlist1","2013-04-24 20:00:00",1,31,True
762,"Party Songs","2017-10-29 20:00:00",1,39,True
2797,"explore","2017-10-27 20:00:00",1,153,True
2835,"yoga","2014-08-10 20:00:00",1,34,True
2863,"Fight!","2016-08-08 20:00:00",1,13,True
2896,"driving","2017-10-30 20:00:00",1,178,True
2992,"Workout","2017-10-30 20:00:00",1,223,True
3073,"My Country","2016-09-11 20:00:00",1,110,True
